Time,Unnamed: 0,#YY,MM,DD,hh,mm,WVHT,SwH,SwP,WWH,WWP,SwD,WWD,STEEPNESS,APD,MWD,Time
2018-12-03 03:30:00,1,2018,12,3,3,30,1.6,1.2,11.8,1.0,9.1,W,W,SWELL,8.6,276,2018-12-03 03:30:00
2018-12-03 03:00:00,2,2018,12,3,3,0,1.6,1.3,12.5,1.0,8.7,W,W,SWELL,8.8,270,2018-12-03 03:00:00
2018-12-03 02:30:00,3,2018,12,3,2,30,1.7,1.3,12.5,1.0,9.5,W,WNW,SWELL,8.7,273,2018-12-03 02:30:00
2018-12-03 01:30:00,4,2018,12,3,1,30,1.6,1.3,12.5,1.0,9.1,W,W,SWELL,8.4,274,2018-12-03 01:30:00
2018-12-03 01:00:00,5,2018,12,3,1,0,1.6,1.2,12.5,1.1,9.1,W,WNW,SWELL,8.0,280,2018-12-03 01:00:00
2018-12-03 00:30:00,6,2018,12,3,0,30,1.7,1.4,13.3,1.1,8.0,W,W,SWELL,8.4,271,2018-12-03 00:30:00
2018-12-03 00:00:00,7,2018,12,3,0,0,1.7,1.4,13.3,1.1,8.7,W,W,SWELL,8.3,272,2018-12-03 00:00:00
2018-12-02 23:30:00,8,2018,12,2,23,30,1.6,1.2,13.3,1.1,9.5,W,W,SWELL,8.0,272,2018-12-02 23:30:00
2018-12-02 23:00:00,9,2018,12,2,23,0,1.7,1.2,13.3,1.2,9.5,W,W,SWELL,7.9,272,2018-12-02 23:00:00
2018-12-02 22:30:00,10,2018,12,2,22,30,1.7,1.2,11.1,1.2,9.1,W,WNW,SWELL,7.8,281,2018-12-02 22:30:00
2018-12-02 22:00:00,11,2018,12,2,22,0,1.8,1.4,13.3,1.1,9.5,W,W,SWELL,8.3,273,2018-12-02 22:00:00
2018-12-02 21:30:00,12,2018,12,2,21,30,1.7,1.3,13.3,1.1,9.5,W,W,SWELL,8.2,277,2018-12-02 21:30:00
2018-12-02 21:00:00,13,2018,12,2,21,0,1.7,1.3,11.8,1.2,9.1,W,W,SWELL,8.2,281,2018-12-02 21:00:00
2018-12-02 20:30:00,14,2018,12,2,20,30,1.9,1.5,13.3,1.2,9.5,W,W,SWELL,8.4,274,2018-12-02 20:30:00
2018-12-02 20:00:00,15,2018,12,2,20,0,1.7,1.3,13.3,1.2,8.7,W,W,SWELL,8.2,270,2018-12-02 20:00:00
2018-12-02 19:30:00,16,2018,12,2,19,30,1.8,1.3,13.3,1.3,9.5,W,W,SWELL,8.1,275,2018-12-02 19:30:00
2018-12-02 19:00:00,17,2018,12,2,19,0,1.9,1.3,13.3,1.3,8.7,W,W,SWELL,8.1,277,2018-12-02 19:00:00
2018-12-02 18:30:00,18,2018,12,2,18,30,1.9,1.4,11.8,1.3,9.1,W,W,SWELL,8.1,277,2018-12-02 18:30:00
2018-12-02 18:00:00,19,2018,12,2,18,0,1.8,1.3,11.8,1.2,9.5,W,W,SWELL,7.8,278,2018-12-02 18:00:00
2018-12-02 17:30:00,20,2018,12,2,17,30,2.0,1.5,11.8,1.3,9.1,W,W,SWELL,8.1,281,2018-12-02 17:30:00
2018-12-02 17:00:00,21,2018,12,2,17,0,1.9,1.4,12.5,1.4,9.5,W,WNW,SWELL,8.0,281,2018-12-02 17:00:00
2018-12-02 16:30:00,22,2018,12,2,16,30,1.9,1.4,11.8,1.3,9.5,WNW,W,SWELL,7.8,290,2018-12-02 16:30:00
2018-12-02 16:00:00,23,2018,12,2,16,0,1.9,1.3,12.5,1.3,9.5,WNW,WNW,SWELL,7.8,287,2018-12-02 16:00:00
2018-12-02 15:30:00,24,2018,12,2,15,30,1.9,1.5,12.5,1.3,8.3,W,WNW,SWELL,8.0,280,2018-12-02 15:30:00
2018-12-02 15:00:00,25,2018,12,2,15,0,2.0,1.4,12.5,1.4,9.5,WNW,WNW,SWELL,7.8,284,2018-12-02 15:00:00
2018-12-02 14:30:00,26,2018,12,2,14,30,2.1,1.6,11.8,1.3,9.1,WNW,W,SWELL,8.1,282,2018-12-02 14:30:00
2018-12-02 14:00:00,27,2018,12,2,14,0,2.0,1.5,11.1,1.4,8.7,WNW,WNW,SWELL,7.8,282,2018-12-02 14:00:00
2018-12-02 13:30:00,28,2018,12,2,13,30,2.1,1.5,11.8,1.4,9.5,W,WNW,SWELL,7.7,276,2018-12-02 13:30:00
2018-12-02 13:00:00,29,2018,12,2,13,0,2.4,1.8,11.8,1.5,9.5,W,WNW,SWELL,8.0,279,2018-12-02 13:00:00
2018-12-02 12:30:00,30,2018,12,2,12,30,2.2,1.7,11.8,1.5,9.5,WNW,W,SWELL,7.7,284,2018-12-02 12:30:00
2018-12-02 12:00:00,31,2018,12,2,12,0,2.2,1.5,11.1,1.6,9.5,W,WNW,AVERAGE,7.4,280,2018-12-02 12:00:00
2018-12-02 11:30:00,32,2018,12,2,11,30,2.2,1.6,11.8,1.6,9.5,WNW,WNW,SWELL,7.1,285,2018-12-02 11:30:00
2018-12-02 11:00:00,33,2018,12,2,11,0,2.3,1.6,11.8,1.6,9.5,W,W,SWELL,7.1,280,2018-12-02 11:00:00
2018-12-02 10:30:00,34,2018,12,2,10,30,2.2,1.6,11.1,1.6,8.3,WNW,W,SWELL,7.0,286,2018-12-02 10:30:00
2018-12-02 10:00:00,35,2018,12,2,10,0,2.3,1.4,11.8,1.7,9.5,W,W,AVERAGE,6.8,279,2018-12-02 10:00:00
2018-12-02 09:30:00,36,2018,12,2,9,30,2.3,1.5,11.8,1.7,8.7,WNW,W,AVERAGE,7.0,282,2018-12-02 09:30:00
2018-12-02 09:00:00,37,2018,12,2,9,0,2.5,1.7,11.8,1.7,9.5,W,W,SWELL,7.4,280,2018-12-02 09:00:00
2018-12-02 08:30:00,38,2018,12,2,8,30,2.1,1.4,11.8,1.6,9.1,W,W,AVERAGE,7.0,274,2018-12-02 08:30:00
2018-12-02 08:00:00,39,2018,12,2,8,0,2.2,1.5,11.1,1.6,9.1,W,W,AVERAGE,7.1,278,2018-12-02 08:00:00
2018-12-02 07:30:00,40,2018,12,2,7,30,2.2,1.6,11.8,1.5,9.5,W,W,SWELL,7.3,278,2018-12-02 07:30:00
2018-12-02 07:00:00,41,2018,12,2,7,0,2.2,1.5,12.5,1.6,9.5,W,W,AVERAGE,7.3,281,2018-12-02 07:00:00
2018-12-02 06:30:00,42,2018,12,2,6,30,2.2,1.5,11.8,1.6,8.3,W,W,AVERAGE,7.1,278,2018-12-02 06:30:00
2018-12-02 06:00:00,43,2018,12,2,6,0,2.1,1.4,11.8,1.6,9.1,W,W,AVERAGE,6.8,275,2018-12-02 06:00:00
2018-12-02 05:30:00,44,2018,12,2,5,30,2.2,1.4,12.5,1.7,9.1,W,W,AVERAGE,6.5,278,2018-12-02 05:30:00
2018-12-02 05:00:00,45,2018,12,2,5,0,2.2,1.4,11.1,1.8,8.7,WNW,W,AVERAGE,6.7,283,2018-12-02 05:00:00
2018-12-02 04:30:00,46,2018,12,2,4,30,2.2,1.4,12.5,1.7,8.0,W,WNW,AVERAGE,6.7,277,2018-12-02 04:30:00
2018-12-02 04:00:00,47,2018,12,2,4,0,2.4,1.6,12.5,1.7,8.7,WNW,W,AVERAGE,7.0,284,2018-12-02 04:00:00
2018-12-02 03:30:00,48,2018,12,2,3,30,2.3,1.4,13.3,1.7,9.1,W,WNW,AVERAGE,6.7,283,2018-12-02 03:30:00
2018-12-02 03:00:00,49,2018,12,2,3,0,2.4,1.5,11.8,1.8,9.1,WNW,WNW,AVERAGE,6.8,284,2018-12-02 03:00:00
2018-12-02 02:30:00,50,2018,12,2,2,30,2.2,1.3,12.5,1.7,8.0,W,WNW,AVERAGE,6.3,281,2018-12-02 02:30:00
2018-12-02 02:00:00,51,2018,12,2,2,0,2.2,1.4,12.5,1.8,9.5,W,W,AVERAGE,6.2,281,2018-12-02 02:00:00
2018-12-02 01:30:00,52,2018,12,2,1,30,2.2,1.3,11.8,1.8,8.7,W,W,AVERAGE,6.2,281,2018-12-02 01:30:00
2018-12-02 01:00:00,53,2018,12,2,1,0,2.2,1.2,12.5,1.8,8.7,W,W,AVERAGE,6.1,281,2018-12-02 01:00:00
2018-12-02 00:30:00,54,2018,12,2,0,30,2.2,1.3,12.5,1.8,8.7,W,WNW,AVERAGE,6.4,280,2018-12-02 00:30:00
2018-12-02 00:00:00,55,2018,12,2,0,0,2.2,1.3,11.1,1.8,9.5,W,W,AVERAGE,6.3,281,2018-12-02 00:00:00
2018-12-01 23:30:00,56,2018,12,1,23,30,2.3,1.3,11.8,1.9,8.7,WNW,W,AVERAGE,6.4,283,2018-12-01 23:30:00
2018-12-01 23:00:00,57,2018,12,1,23,0,2.2,1.3,11.8,1.8,9.1,W,W,AVERAGE,6.3,278,2018-12-01 23:00:00
2018-12-01 22:30:00,58,2018,12,1,22,30,2.3,1.3,10.5,1.9,9.5,W,W,AVERAGE,6.5,276,2018-12-01 22:30:00
2018-12-01 22:00:00,59,2018,12,1,22,0,2.3,1.5,11.8,1.8,9.5,WNW,W,AVERAGE,6.7,282,2018-12-01 22:00:00
2018-12-01 21:30:00,60,2018,12,1,21,30,2.3,1.3,12.5,1.9,9.1,W,W,AVERAGE,6.5,279,2018-12-01 21:30:00
2018-12-01 21:00:00,61,2018,12,1,21,0,2.5,1.5,10.5,2.0,9.1,W,W,AVERAGE,6.8,280,2018-12-01 21:00:00
2018-12-01 20:30:00,62,2018,12,1,20,30,2.4,1.5,11.1,1.9,8.7,W,W,AVERAGE,6.7,279,2018-12-01 20:30:00
2018-12-01 20:00:00,63,2018,12,1,20,0,2.5,1.5,10.5,1.9,9.1,W,W,AVERAGE,6.8,277,2018-12-01 20:00:00
2018-12-01 19:30:00,64,2018,12,1,19,30,2.4,1.5,11.1,1.9,9.5,W,W,AVERAGE,7.1,276,2018-12-01 19:30:00
2018-12-01 19:00:00,65,2018,12,1,19,0,2.4,1.5,10.0,1.9,9.5,W,W,AVERAGE,7.0,276,2018-12-01 19:00:00
2018-12-01 18:30:00,66,2018,12,1,18,30,2.5,1.8,11.1,1.8,9.5,W,W,SWELL,7.4,278,2018-12-01 18:30:00
2018-12-01 18:00:00,67,2018,12,1,18,0,2.6,1.7,11.8,1.9,9.5,W,W,AVERAGE,7.1,277,2018-12-01 18:00:00
2018-12-01 17:30:00,68,2018,12,1,17,30,2.6,1.6,11.1,2.0,9.5,W,W,AVERAGE,6.7,276,2018-12-01 17:30:00
2018-12-01 17:00:00,69,2018,12,1,17,0,2.7,1.8,10.5,2.0,9.5,W,W,AVERAGE,6.9,281,2018-12-01 17:00:00
2018-12-01 16:30:00,70,2018,12,1,16,30,2.7,1.8,11.1,2.0,6.1,WNW,W,AVERAGE,6.9,283,2018-12-01 16:30:00
2018-12-01 16:00:00,71,2018,12,1,16,0,2.6,1.7,10.5,2.0,9.5,WNW,W,AVERAGE,6.7,282,2018-12-01 16:00:00
2018-12-01 15:30:00,72,2018,12,1,15,30,2.6,1.9,11.8,1.8,9.5,W,WNW,SWELL,7.1,277,2018-12-01 15:30:00
2018-12-01 15:00:00,73,2018,12,1,15,0,2.4,1.6,11.1,1.9,9.5,W,W,AVERAGE,6.4,277,2018-12-01 15:00:00
2018-12-01 14:30:00,74,2018,12,1,14,30,2.5,1.8,11.8,1.8,9.5,W,W,SWELL,6.8,275,2018-12-01 14:30:00
2018-12-01 14:00:00,75,2018,12,1,14,0,2.5,1.8,11.1,1.7,9.5,W,WNW,SWELL,6.8,273,2018-12-01 14:00:00
2018-12-01 13:30:00,76,2018,12,1,13,30,2.3,1.7,11.1,1.5,9.5,W,W,SWELL,6.7,277,2018-12-01 13:30:00
2018-12-01 13:00:00,77,2018,12,1,13,0,2.4,1.9,11.1,1.5,8.7,W,W,SWELL,7.2,277,2018-12-01 13:00:00
2018-12-01 12:30:00,78,2018,12,1,12,30,2.2,1.6,11.8,1.5,9.5,W,W,SWELL,7.0,272,2018-12-01 12:30:00
2018-12-01 12:00:00,79,2018,12,1,12,0,2.4,2.0,11.8,1.4,8.7,W,W,SWELL,7.9,273,2018-12-01 12:00:00
2018-12-01 11:30:00,80,2018,12,1,11,30,2.0,1.6,11.8,1.2,9.5,W,W,SWELL,7.4,272,2018-12-01 11:30:00
2018-12-01 11:00:00,81,2018,12,1,11,0,2.1,1.7,12.5,1.3,9.5,W,W,SWELL,7.9,266,2018-12-01 11:00:00
2018-12-01 10:30:00,82,2018,12,1,10,30,2.3,1.9,13.3,1.2,9.1,W,W,SWELL,8.8,269,2018-12-01 10:30:00
2018-12-01 10:00:00,83,2018,12,1,10,0,2.1,1.7,12.5,1.3,9.5,W,W,SWELL,8.5,275,2018-12-01 10:00:00
2018-12-01 09:30:00,84,2018,12,1,9,30,2.0,1.6,11.8,1.2,9.5,W,W,SWELL,8.3,277,2018-12-01 09:30:00
2018-12-01 09:00:00,85,2018,12,1,9,0,2.0,1.6,13.3,1.2,8.7,W,W,SWELL,8.6,270,2018-12-01 09:00:00
2018-12-01 08:30:00,86,2018,12,1,8,30,2.2,1.9,12.5,1.3,8.7,W,W,SWELL,9.0,274,2018-12-01 08:30:00
2018-12-01 08:00:00,87,2018,12,1,8,0,2.1,1.6,13.3,1.4,9.5,W,W,SWELL,8.4,272,2018-12-01 08:00:00
2018-12-01 07:30:00,88,2018,12,1,7,30,2.0,1.6,11.8,1.3,9.5,W,WNW,SWELL,8.3,274,2018-12-01 07:30:00
2018-12-01 07:00:00,89,2018,12,1,7,0,2.3,1.8,13.3,1.4,9.5,W,W,SWELL,8.8,272,2018-12-01 07:00:00
2018-12-01 06:30:00,90,2018,12,1,6,30,2.3,1.8,13.3,1.4,9.5,W,W,SWELL,8.8,270,2018-12-01 06:30:00
2018-12-01 06:00:00,91,2018,12,1,6,0,2.3,1.7,13.3,1.5,9.1,W,W,SWELL,8.6,273,2018-12-01 06:00:00
2018-12-01 05:30:00,92,2018,12,1,5,30,2.3,1.8,14.3,1.4,9.5,W,W,SWELL,8.4,271,2018-12-01 05:30:00
2018-12-01 05:00:00,93,2018,12,1,5,0,2.2,1.7,13.3,1.5,9.5,W,W,SWELL,8.0,271,2018-12-01 05:00:00
2018-12-01 04:30:00,94,2018,12,1,4,30,2.2,1.5,11.8,1.6,8.7,W,W,AVERAGE,7.7,270,2018-12-01 04:30:00
2018-12-01 04:00:00,95,2018,12,1,4,0,2.3,1.7,13.3,1.6,9.5,W,W,SWELL,7.8,277,2018-12-01 04:00:00
2018-12-01 03:30:00,96,2018,12,1,3,30,2.4,1.8,12.5,1.6,9.5,W,W,SWELL,7.8,274,2018-12-01 03:30:00
2018-12-01 03:00:00,97,2018,12,1,3,0,2.4,1.8,11.8,1.6,9.5,W,WNW,SWELL,7.9,271,2018-12-01 03:00:00
2018-12-01 02:30:00,98,2018,12,1,2,30,2.5,1.8,13.3,1.7,9.1,W,W,SWELL,7.7,273,2018-12-01 02:30:00
2018-12-01 02:00:00,99,2018,12,1,2,0,2.8,2.2,12.5,1.7,9.5,W,W,SWELL,8.2,278,2018-12-01 02:00:00
2018-12-01 01:30:00,100,2018,12,1,1,30,2.8,2.2,14.3,1.8,9.5,W,W,SWELL,8.3,275,2018-12-01 01:30:00
2018-12-01 01:00:00,101,2018,12,1,1,0,2.7,2.1,13.3,1.7,9.5,W,WNW,SWELL,8.1,275,2018-12-01 01:00:00
2018-12-01 00:30:00,102,2018,12,1,0,30,3.1,2.5,13.3,1.8,9.5,W,W,SWELL,8.5,272,2018-12-01 00:30:00
2018-12-01 00:00:00,103,2018,12,1,0,0,2.8,2.2,11.8,1.8,9.5,W,W,SWELL,7.9,278,2018-12-01 00:00:00
2018-11-30 23:30:00,104,2018,11,30,23,30,2.9,2.2,12.5,1.8,9.5,W,W,SWELL,8.0,274,2018-11-30 23:30:00
2018-11-30 23:00:00,105,2018,11,30,23,0,2.9,2.3,11.8,1.9,9.5,W,W,SWELL,8.2,279,2018-11-30 23:00:00
2018-11-30 22:30:00,106,2018,11,30,22,30,2.9,2.3,13.3,1.9,9.5,W,W,SWELL,8.2,272,2018-11-30 22:30:00
2018-11-30 22:00:00,107,2018,11,30,22,0,3.2,2.6,12.5,1.9,9.5,W,W,SWELL,8.5,276,2018-11-30 22:00:00
2018-11-30 21:30:00,108,2018,11,30,21,30,3.5,2.9,12.5,1.9,9.5,W,W,SWELL,9.1,275,2018-11-30 21:30:00
2018-11-30 21:00:00,109,2018,11,30,21,0,3.5,2.8,13.3,2.0,9.5,W,W,SWELL,8.9,269,2018-11-30 21:00:00
2018-11-30 20:30:00,110,2018,11,30,20,30,3.3,2.7,13.3,1.9,9.5,W,W,SWELL,8.8,274,2018-11-30 20:30:00
2018-11-30 20:00:00,111,2018,11,30,20,0,3.6,3.0,13.3,2.0,9.5,W,W,SWELL,8.9,271,2018-11-30 20:00:00
2018-11-30 19:30:00,112,2018,11,30,19,30,3.5,3.0,13.3,1.9,9.5,W,W,SWELL,9.0,272,2018-11-30 19:30:00
2018-11-30 19:00:00,113,2018,11,30,19,0,3.4,2.7,12.5,2.0,9.5,W,W,SWELL,8.8,269,2018-11-30 19:00:00
2018-11-30 18:30:00,114,2018,11,30,18,30,3.4,2.8,13.3,1.9,9.5,W,W,SWELL,8.9,273,2018-11-30 18:30:00
2018-11-30 18:00:00,115,2018,11,30,18,0,4.0,3.5,13.3,1.9,9.1,W,W,SWELL,9.6,268,2018-11-30 18:00:00
2018-11-30 17:30:00,116,2018,11,30,17,30,3.9,3.3,13.3,2.1,9.5,W,W,SWELL,9.3,272,2018-11-30 17:30:00
2018-11-30 17:00:00,117,2018,11,30,17,0,3.8,3.2,13.3,2.0,9.1,W,W,SWELL,9.2,268,2018-11-30 17:00:00
2018-11-30 16:30:00,118,2018,11,30,16,30,3.6,3.0,12.5,2.1,8.0,W,W,SWELL,8.9,271,2018-11-30 16:30:00
2018-11-30 16:00:00,119,2018,11,30,16,0,3.6,3.0,13.3,2.1,9.5,W,W,SWELL,8.9,271,2018-11-30 16:00:00
2018-11-30 15:30:00,120,2018,11,30,15,30,3.8,3.1,13.3,2.1,9.5,W,W,SWELL,9.0,271,2018-11-30 15:30:00
2018-11-30 15:00:00,121,2018,11,30,15,0,3.9,3.3,13.3,2.1,9.5,W,WNW,SWELL,9.3,272,2018-11-30 15:00:00
2018-11-30 14:30:00,122,2018,11,30,14,30,3.7,3.0,13.3,2.2,9.5,W,W,SWELL,8.8,272,2018-11-30 14:30:00
2018-11-30 14:00:00,123,2018,11,30,14,0,3.8,3.1,14.3,2.2,8.3,W,W,SWELL,9.1,271,2018-11-30 14:00:00
2018-11-30 13:30:00,124,2018,11,30,13,30,3.5,2.8,14.3,2.2,8.3,W,W,SWELL,8.7,272,2018-11-30 13:30:00
2018-11-30 13:00:00,125,2018,11,30,13,0,3.9,3.1,12.5,2.3,9.5,W,W,SWELL,8.9,274,2018-11-30 13:00:00
2018-11-30 12:30:00,126,2018,11,30,12,30,3.7,2.8,13.3,2.5,9.5,W,W,SWELL,8.5,270,2018-11-30 12:30:00
2018-11-30 12:00:00,127,2018,11,30,12,0,4.2,3.4,14.3,2.4,9.5,W,W,SWELL,9.3,274,2018-11-30 12:00:00
2018-11-30 11:30:00,128,2018,11,30,11,30,4.4,3.7,11.8,2.4,9.1,W,WNW,AVERAGE,9.3,274,2018-11-30 11:30:00
2018-11-30 11:00:00,129,2018,11,30,11,0,4.0,3.2,13.3,2.5,9.1,W,W,SWELL,8.8,270,2018-11-30 11:00:00
2018-11-30 10:30:00,130,2018,11,30,10,30,4.2,3.2,13.3,2.7,9.5,W,W,SWELL,8.7,273,2018-11-30 10:30:00
2018-11-30 10:00:00,131,2018,11,30,10,0,4.1,3.2,13.3,2.6,9.5,W,W,SWELL,8.8,271,2018-11-30 10:00:00
2018-11-30 09:30:00,132,2018,11,30,9,30,4.5,3.5,11.8,2.9,8.3,W,W,AVERAGE,8.8,272,2018-11-30 09:30:00
2018-11-30 09:00:00,133,2018,11,30,9,0,4.4,3.6,12.5,2.6,9.5,W,W,AVERAGE,9.1,275,2018-11-30 09:00:00
2018-11-30 08:30:00,134,2018,11,30,8,30,5.0,4.1,13.3,3.0,8.7,W,W,SWELL,9.5,273,2018-11-30 08:30:00
2018-11-30 08:00:00,135,2018,11,30,8,0,5.0,4.1,13.3,2.8,7.7,W,W,SWELL,9.8,273,2018-11-30 08:00:00
2018-11-30 07:30:00,136,2018,11,30,7,30,4.4,3.4,14.3,2.8,8.7,W,W,SWELL,8.9,271,2018-11-30 07:30:00
2018-11-30 07:00:00,137,2018,11,30,7,0,4.8,3.7,13.3,3.0,8.7,W,W,SWELL,9.2,273,2018-11-30 07:00:00
2018-11-30 06:30:00,138,2018,11,30,6,30,4.3,3.4,13.3,2.7,9.5,W,W,SWELL,9.0,275,2018-11-30 06:30:00
2018-11-30 06:00:00,139,2018,11,30,6,0,4.7,3.8,13.3,2.8,7.7,W,W,SWELL,9.3,274,2018-11-30 06:00:00
2018-11-30 05:30:00,140,2018,11,30,5,30,4.3,3.4,13.3,2.7,7.4,W,W,SWELL,9.0,272,2018-11-30 05:30:00
2018-11-30 05:00:00,141,2018,11,30,5,0,4.4,3.4,14.3,2.7,8.3,W,W,SWELL,9.1,268,2018-11-30 05:00:00
2018-11-30 04:30:00,142,2018,11,30,4,30,4.0,3.2,14.3,2.5,7.4,W,W,SWELL,8.9,269,2018-11-30 04:30:00
2018-11-30 04:00:00,143,2018,11,30,4,0,4.4,3.7,14.3,2.5,7.7,W,WSW,SWELL,9.5,267,2018-11-30 04:00:00
2018-11-30 03:30:00,144,2018,11,30,3,30,4.0,3.1,13.3,2.5,9.5,W,WSW,SWELL,8.8,266,2018-11-30 03:30:00
2018-11-30 03:00:00,145,2018,11,30,3,0,4.1,3.3,13.3,2.4,8.7,W,WSW,SWELL,9.1,269,2018-11-30 03:00:00
2018-11-30 02:30:00,146,2018,11,30,2,30,4.1,3.2,14.3,2.5,9.5,W,W,SWELL,9.0,268,2018-11-30 02:30:00
2018-11-30 02:00:00,147,2018,11,30,2,0,3.9,3.2,13.3,2.3,9.5,W,W,SWELL,9.2,268,2018-11-30 02:00:00
2018-11-30 01:30:00,148,2018,11,30,1,30,4.1,3.4,14.3,2.2,9.5,W,WSW,SWELL,9.4,268,2018-11-30 01:30:00
2018-11-30 01:00:00,149,2018,11,30,1,0,3.9,3.3,14.3,2.1,9.5,W,WSW,SWELL,9.3,270,2018-11-30 01:00:00
2018-11-30 00:30:00,150,2018,11,30,0,30,3.8,3.2,14.3,2.1,9.5,W,W,SWELL,9.4,264,2018-11-30 00:30:00
2018-11-30 00:00:00,151,2018,11,30,0,0,4.5,3.9,15.4,2.2,9.5,W,W,SWELL,10.2,262,2018-11-30 00:00:00
2018-11-29 23:30:00,152,2018,11,29,23,30,3.9,3.2,15.4,2.2,9.5,W,WSW,SWELL,9.3,265,2018-11-29 23:30:00
2018-11-29 23:00:00,153,2018,11,29,23,0,3.9,3.3,14.3,2.1,9.5,W,W,SWELL,9.5,262,2018-11-29 23:00:00
2018-11-29 22:30:00,154,2018,11,29,22,30,3.9,3.3,14.3,2.2,8.7,W,WSW,SWELL,9.6,261,2018-11-29 22:30:00
2018-11-29 22:00:00,155,2018,11,29,22,0,4.0,3.3,13.3,2.2,9.1,W,WSW,SWELL,9.6,262,2018-11-29 22:00:00
2018-11-29 21:30:00,156,2018,11,29,21,30,3.8,3.0,14.3,2.3,9.1,W,W,SWELL,8.9,263,2018-11-29 21:30:00
2018-11-29 21:00:00,157,2018,11,29,21,0,4.2,3.3,15.4,2.5,9.5,W,WSW,SWELL,9.3,268,2018-11-29 21:00:00
2018-11-29 20:30:00,158,2018,11,29,20,30,4.2,3.3,15.4,2.6,9.5,W,W,SWELL,9.1,268,2018-11-29 20:30:00
2018-11-29 20:00:00,159,2018,11,29,20,0,3.7,2.7,10.5,2.6,9.5,W,W,AVERAGE,8.3,266,2018-11-29 20:00:00
2018-11-29 19:30:00,160,2018,11,29,19,30,4.1,3.0,16.7,2.8,8.7,W,WSW,SWELL,8.8,272,2018-11-29 19:30:00
2018-11-29 19:00:00,161,2018,11,29,19,0,4.0,2.8,10.5,2.8,9.5,W,W,AVERAGE,8.3,271,2018-11-29 19:00:00
2018-11-29 18:30:00,162,2018,11,29,18,30,4.0,2.6,10.0,3.1,9.5,W,W,STEEP,8.1,265,2018-11-29 18:30:00
2018-11-29 18:00:00,163,2018,11,29,18,0,4.0,2.6,15.4,3.1,8.7,W,WSW,STEEP,8.1,256,2018-11-29 18:00:00
2018-11-29 17:30:00,164,2018,11,29,17,30,4.1,2.7,16.7,3.2,7.4,W,WSW,AVERAGE,8.2,278,2018-11-29 17:30:00
2018-11-29 17:00:00,165,2018,11,29,17,0,4.3,2.9,15.4,3.1,8.0,W,WSW,AVERAGE,8.3,274,2018-11-29 17:00:00
2018-11-29 16:30:00,166,2018,11,29,16,30,4.0,2.6,15.4,3.1,7.7,W,WSW,AVERAGE,8.0,273,2018-11-29 16:30:00
2018-11-29 16:00:00,167,2018,11,29,16,0,3.6,2.2,13.3,2.8,7.7,W,WSW,AVERAGE,7.5,269,2018-11-29 16:00:00
2018-11-29 15:30:00,168,2018,11,29,15,30,3.4,2.1,13.3,2.6,7.1,W,SW,AVERAGE,7.2,268,2018-11-29 15:30:00
2018-11-29 15:00:00,169,2018,11,29,15,0,3.4,2.2,15.4,2.6,7.1,W,SW,AVERAGE,7.5,279,2018-11-29 15:00:00
2018-11-29 14:30:00,170,2018,11,29,14,30,3.5,2.6,14.3,2.4,7.1,W,SW,SWELL,8.2,276,2018-11-29 14:30:00
2018-11-29 14:00:00,171,2018,11,29,14,0,3.2,2.2,13.3,2.3,7.1,W,SW,AVERAGE,7.8,273,2018-11-29 14:00:00
2018-11-29 13:30:00,172,2018,11,29,13,30,3.4,2.6,14.3,2.1,7.1,W,SW,SWELL,8.4,267,2018-11-29 13:30:00
2018-11-29 13:00:00,173,2018,11,29,13,0,3.2,2.3,13.3,2.2,6.7,W,SW,SWELL,8.0,267,2018-11-29 13:00:00
2018-11-29 12:30:00,174,2018,11,29,12,30,3.2,2.5,14.3,2.0,7.7,W,SSW,SWELL,8.2,268,2018-11-29 12:30:00
2018-11-29 12:00:00,175,2018,11,29,12,0,3.2,2.5,15.4,2.1,7.4,W,SSW,SWELL,8.3,271,2018-11-29 12:00:00
2018-11-29 11:30:00,176,2018,11,29,11,30,3.0,2.2,15.4,2.1,7.4,W,SSW,SWELL,7.8,268,2018-11-29 11:30:00
2018-11-29 11:00:00,177,2018,11,29,11,0,3.2,2.5,14.3,2.1,7.4,W,SSW,SWELL,8.3,270,2018-11-29 11:00:00
2018-11-29 10:30:00,178,2018,11,29,10,30,3.6,2.9,15.4,2.2,7.1,W,SSW,SWELL,8.8,266,2018-11-29 10:30:00
2018-11-29 10:00:00,179,2018,11,29,10,0,3.5,2.7,14.3,2.2,7.4,W,SSW,SWELL,8.6,271,2018-11-29 10:00:00
2018-11-29 09:30:00,180,2018,11,29,9,30,3.5,2.8,15.4,2.1,7.4,W,SSW,SWELL,8.7,270,2018-11-29 09:30:00
2018-11-29 09:00:00,181,2018,11,29,9,0,3.4,2.6,15.4,2.2,6.7,W,SSW,SWELL,8.4,272,2018-11-29 09:00:00
2018-11-29 08:30:00,182,2018,11,29,8,30,3.6,2.5,16.7,2.5,7.1,W,SSW,SWELL,8.0,277,2018-11-29 08:30:00
2018-11-29 08:00:00,183,2018,11,29,8,0,3.6,2.8,16.7,2.3,6.5,W,SSW,SWELL,8.5,275,2018-11-29 08:00:00
2018-11-29 07:30:00,184,2018,11,29,7,30,3.3,2.5,15.4,2.1,6.1,W,SSW,SWELL,8.0,275,2018-11-29 07:30:00
