Time,Unnamed: 0,#YY,MM,DD,hh,mm,WVHT,SwH,SwP,WWH,WWP,SwD,WWD,STEEPNESS,APD,MWD,Time
2018-11-11 10:00:00,1023,2018,11,11,10,0,0.9,0.6,11.8,0.7,9.1,W,WNW,AVERAGE,7.2,264,2018-11-11 10:00:00
2018-11-11 09:30:00,1024,2018,11,11,9,30,0.9,0.7,10.5,0.7,9.5,W,WNW,SWELL,7.4,280,2018-11-11 09:30:00
2018-11-11 09:00:00,1025,2018,11,11,9,0,0.9,0.6,11.1,0.6,8.3,W,WNW,SWELL,7.4,272,2018-11-11 09:00:00
2018-11-11 08:30:00,1026,2018,11,11,8,30,0.9,0.7,11.1,0.7,8.7,W,WNW,SWELL,7.6,278,2018-11-11 08:30:00
2018-11-11 08:00:00,1027,2018,11,11,8,0,1.0,0.7,11.1,0.7,9.5,W,WNW,SWELL,7.6,280,2018-11-11 08:00:00
2018-11-11 07:30:00,1028,2018,11,11,7,30,1.0,0.7,11.1,0.7,9.5,W,W,SWELL,7.6,277,2018-11-11 07:30:00
2018-11-11 07:00:00,1029,2018,11,11,7,0,0.9,0.6,11.1,0.7,9.5,W,WNW,AVERAGE,7.1,272,2018-11-11 07:00:00
2018-11-11 06:30:00,1030,2018,11,11,6,30,0.9,0.7,11.1,0.7,9.5,W,WNW,SWELL,7.2,281,2018-11-11 06:30:00
2018-11-11 06:00:00,1031,2018,11,11,6,0,1.0,0.8,11.1,0.7,9.1,W,WNW,SWELL,7.4,278,2018-11-11 06:00:00
2018-11-11 05:30:00,1032,2018,11,11,5,30,1.0,0.7,11.1,0.7,9.5,W,WNW,SWELL,7.2,276,2018-11-11 05:30:00
2018-11-11 05:00:00,1033,2018,11,11,5,0,0.9,0.7,11.1,0.7,9.5,W,WNW,SWELL,7.2,278,2018-11-11 05:00:00
2018-11-11 04:30:00,1034,2018,11,11,4,30,1.0,0.7,11.1,0.7,8.7,W,WNW,SWELL,7.4,275,2018-11-11 04:30:00
2018-11-11 04:00:00,1035,2018,11,11,4,0,0.9,0.6,11.1,0.7,9.5,W,W,AVERAGE,7.2,271,2018-11-11 04:00:00
2018-11-11 03:30:00,1036,2018,11,11,3,30,1.0,0.7,11.8,0.7,9.5,W,WNW,SWELL,7.7,274,2018-11-11 03:30:00
2018-11-11 03:00:00,1037,2018,11,11,3,0,1.0,0.7,11.1,0.7,8.0,W,WNW,SWELL,7.6,276,2018-11-11 03:00:00
2018-11-11 02:30:00,1038,2018,11,11,2,30,1.1,0.8,11.8,0.7,7.7,W,WNW,SWELL,7.9,276,2018-11-11 02:30:00
2018-11-11 02:00:00,1039,2018,11,11,2,0,1.1,0.8,11.1,0.7,8.0,W,WNW,SWELL,8.0,279,2018-11-11 02:00:00
2018-11-11 01:30:00,1040,2018,11,11,1,30,1.0,0.7,11.8,0.7,9.1,W,WNW,SWELL,8.1,274,2018-11-11 01:30:00
2018-11-11 01:00:00,1041,2018,11,11,1,0,1.0,0.7,11.1,0.7,8.3,WNW,WNW,SWELL,7.9,288,2018-11-11 01:00:00
2018-11-11 00:30:00,1042,2018,11,11,0,30,1.0,0.7,11.8,0.7,7.7,W,WNW,SWELL,8.0,276,2018-11-11 00:30:00
2018-11-11 00:00:00,1043,2018,11,11,0,0,1.0,0.7,11.8,0.7,8.3,W,WNW,SWELL,7.8,275,2018-11-11 00:00:00
2018-11-10 23:30:00,1044,2018,11,10,23,30,1.1,0.8,11.8,0.7,7.7,W,WNW,SWELL,8.1,273,2018-11-10 23:30:00
2018-11-10 23:00:00,1045,2018,11,10,23,0,0.9,0.7,12.5,0.6,8.3,W,WNW,SWELL,7.6,274,2018-11-10 23:00:00
2018-11-10 22:30:00,1046,2018,11,10,22,30,0.9,0.7,11.1,0.7,8.7,W,WNW,SWELL,7.2,271,2018-11-10 22:30:00
2018-11-10 22:00:00,1047,2018,11,10,22,0,0.9,0.7,11.1,0.6,8.3,W,WNW,SWELL,7.1,275,2018-11-10 22:00:00
2018-11-10 21:30:00,1048,2018,11,10,21,30,1.0,0.7,11.8,0.7,8.0,W,WNW,SWELL,7.3,278,2018-11-10 21:30:00
2018-11-10 21:00:00,1049,2018,11,10,21,0,0.9,0.6,12.5,0.6,8.0,W,WNW,SWELL,6.3,271,2018-11-10 21:00:00
2018-11-10 20:30:00,1050,2018,11,10,20,30,1.0,0.7,11.8,0.7,8.0,W,WNW,SWELL,6.4,279,2018-11-10 20:30:00
2018-11-10 20:00:00,1051,2018,11,10,20,0,0.9,0.6,11.8,0.7,8.0,WNW,WNW,AVERAGE,5.8,282,2018-11-10 20:00:00
2018-11-10 19:30:00,1052,2018,11,10,19,30,0.9,0.7,12.5,0.6,7.7,W,WNW,SWELL,6.1,278,2018-11-10 19:30:00
2018-11-10 19:00:00,1053,2018,11,10,19,0,0.9,0.7,11.8,0.6,7.4,W,WNW,SWELL,6.2,275,2018-11-10 19:00:00
2018-11-10 18:30:00,1054,2018,11,10,18,30,0.9,0.7,12.5,0.6,8.0,W,WNW,SWELL,6.4,267,2018-11-10 18:30:00
2018-11-10 18:00:00,1055,2018,11,10,18,0,0.9,0.6,11.8,0.6,7.7,W,WNW,SWELL,6.0,272,2018-11-10 18:00:00
2018-11-10 17:30:00,1056,2018,11,10,17,30,0.9,0.7,12.5,0.6,7.7,W,WNW,SWELL,6.3,273,2018-11-10 17:30:00
2018-11-10 17:00:00,1057,2018,11,10,17,0,0.9,0.7,12.5,0.6,7.4,W,WNW,SWELL,6.5,268,2018-11-10 17:00:00
2018-11-10 16:30:00,1058,2018,11,10,16,30,0.8,0.7,12.5,0.6,8.0,W,W,SWELL,6.7,274,2018-11-10 16:30:00
2018-11-10 16:00:00,1059,2018,11,10,16,0,0.8,0.6,12.5,0.6,7.7,W,W,SWELL,6.3,272,2018-11-10 16:00:00
2018-11-10 15:30:00,1060,2018,11,10,15,30,0.9,0.7,12.5,0.6,6.1,W,W,SWELL,6.5,273,2018-11-10 15:30:00
2018-11-10 15:00:00,1061,2018,11,10,15,0,0.9,0.7,12.5,0.6,7.7,W,WNW,SWELL,6.6,274,2018-11-10 15:00:00
2018-11-10 14:30:00,1062,2018,11,10,14,30,0.9,0.8,12.5,0.5,8.3,W,W,SWELL,7.6,270,2018-11-10 14:30:00
2018-11-10 14:00:00,1063,2018,11,10,14,0,0.9,0.7,12.5,0.5,6.7,W,W,SWELL,6.9,269,2018-11-10 14:00:00
2018-11-10 13:30:00,1064,2018,11,10,13,30,0.8,0.6,12.5,0.5,8.0,W,W,,6.3,274,2018-11-10 13:30:00
2018-11-10 13:00:00,1065,2018,11,10,13,0,0.9,0.7,12.5,0.6,8.3,W,WNW,SWELL,6.5,274,2018-11-10 13:00:00
2018-11-10 12:30:00,1066,2018,11,10,12,30,0.8,0.6,12.5,0.5,8.7,W,WNW,,6.2,276,2018-11-10 12:30:00
2018-11-10 12:00:00,1067,2018,11,10,12,0,0.8,0.7,12.5,0.5,7.4,W,WNW,SWELL,7.0,277,2018-11-10 12:00:00
2018-11-10 11:30:00,1068,2018,11,10,11,30,0.9,0.7,13.3,0.5,8.3,W,WNW,SWELL,7.3,272,2018-11-10 11:30:00
2018-11-10 11:00:00,1069,2018,11,10,11,0,0.8,0.6,12.5,0.5,8.0,W,WNW,SWELL,7.0,266,2018-11-10 11:00:00
2018-11-10 10:30:00,1070,2018,11,10,10,30,0.8,0.6,13.3,0.5,6.7,W,W,,7.2,267,2018-11-10 10:30:00
2018-11-10 10:00:00,1071,2018,11,10,10,0,0.8,0.6,13.3,0.5,7.7,W,WNW,,7.6,266,2018-11-10 10:00:00
2018-11-10 09:30:00,1072,2018,11,10,9,30,0.8,0.6,13.3,0.5,8.7,W,W,,7.4,269,2018-11-10 09:30:00
2018-11-10 09:00:00,1073,2018,11,10,9,0,0.8,0.6,13.3,0.5,8.3,W,WNW,,7.7,265,2018-11-10 09:00:00
2018-11-10 08:30:00,1074,2018,11,10,8,30,0.7,0.6,13.3,0.5,7.1,W,WNW,,7.5,266,2018-11-10 08:30:00
2018-11-10 08:00:00,1075,2018,11,10,8,0,0.7,0.6,13.3,0.5,7.4,W,WNW,,7.5,264,2018-11-10 08:00:00
2018-11-10 07:30:00,1076,2018,11,10,7,30,0.8,0.6,13.3,0.5,8.3,W,WNW,,7.6,268,2018-11-10 07:30:00
2018-11-10 07:00:00,1077,2018,11,10,7,0,0.7,0.5,13.3,0.5,7.7,W,WNW,,7.2,271,2018-11-10 07:00:00
2018-11-10 06:30:00,1078,2018,11,10,6,30,0.8,0.6,13.3,0.5,8.3,W,W,SWELL,7.5,264,2018-11-10 06:30:00
2018-11-10 06:00:00,1079,2018,11,10,6,0,0.7,0.5,13.3,0.5,8.7,W,W,,7.0,260,2018-11-10 06:00:00
2018-11-10 05:30:00,1080,2018,11,10,5,30,0.8,0.6,13.3,0.5,8.7,W,WNW,,7.5,267,2018-11-10 05:30:00
2018-11-10 05:00:00,1081,2018,11,10,5,0,0.7,0.5,13.3,0.5,8.0,W,WNW,,7.5,276,2018-11-10 05:00:00
2018-11-10 04:30:00,1082,2018,11,10,4,30,0.8,0.6,13.3,0.5,6.2,W,WNW,,7.4,263,2018-11-10 04:30:00
2018-11-10 04:00:00,1083,2018,11,10,4,0,0.7,0.5,13.3,0.5,9.5,W,W,,7.3,268,2018-11-10 04:00:00
2018-11-10 03:30:00,1084,2018,11,10,3,30,0.7,0.5,13.3,0.5,6.5,W,WNW,,7.4,271,2018-11-10 03:30:00
2018-11-10 03:00:00,1085,2018,11,10,3,0,0.7,0.6,14.3,0.5,9.5,W,W,,7.5,261,2018-11-10 03:00:00
2018-11-10 02:30:00,1086,2018,11,10,2,30,0.8,0.6,13.3,0.5,8.3,W,W,,7.3,269,2018-11-10 02:30:00
2018-11-10 02:00:00,1087,2018,11,10,2,0,0.7,0.5,13.3,0.5,9.5,W,W,,6.8,259,2018-11-10 02:00:00
2018-11-10 01:30:00,1088,2018,11,10,1,30,0.8,0.5,13.3,0.6,8.0,W,W,,6.7,265,2018-11-10 01:30:00
2018-11-10 01:00:00,1089,2018,11,10,1,0,0.8,0.5,13.3,0.6,8.0,W,WNW,,6.6,264,2018-11-10 01:00:00
2018-11-10 00:30:00,1090,2018,11,10,0,30,0.7,0.4,14.3,0.6,6.2,W,W,,6.4,261,2018-11-10 00:30:00
2018-11-10 00:00:00,1091,2018,11,10,0,0,0.8,0.6,13.3,0.6,8.7,W,WNW,SWELL,7.2,268,2018-11-10 00:00:00
2018-11-09 23:30:00,1092,2018,11,9,23,30,0.8,0.6,14.3,0.6,9.5,W,WNW,SWELL,7.7,264,2018-11-09 23:30:00
2018-11-09 23:00:00,1093,2018,11,9,23,0,0.8,0.5,14.3,0.6,8.3,W,WNW,AVERAGE,7.5,262,2018-11-09 23:00:00
2018-11-09 22:30:00,1094,2018,11,9,22,30,0.8,0.5,13.3,0.6,8.0,W,WNW,,7.1,268,2018-11-09 22:30:00
2018-11-09 22:00:00,1095,2018,11,9,22,0,0.8,0.5,14.3,0.6,8.3,W,WNW,AVERAGE,6.8,264,2018-11-09 22:00:00
2018-11-09 21:30:00,1096,2018,11,9,21,30,0.8,0.5,14.3,0.6,9.1,W,W,,6.6,267,2018-11-09 21:30:00
2018-11-09 21:00:00,1097,2018,11,9,21,0,0.7,0.4,14.3,0.6,7.7,W,WNW,,6.3,262,2018-11-09 21:00:00
2018-11-09 20:30:00,1098,2018,11,9,20,30,0.7,0.4,14.3,0.6,8.7,W,WNW,,6.3,264,2018-11-09 20:30:00
2018-11-09 20:00:00,1099,2018,11,9,20,0,0.8,0.5,14.3,0.6,8.0,W,W,,6.5,260,2018-11-09 20:00:00
2018-11-09 19:30:00,1100,2018,11,9,19,30,0.8,0.5,14.3,0.6,8.7,WSW,WNW,,6.6,257,2018-11-09 19:30:00
2018-11-09 19:00:00,1101,2018,11,9,19,0,0.8,0.5,14.3,0.6,9.5,W,W,,6.5,263,2018-11-09 19:00:00
2018-11-09 18:30:00,1102,2018,11,9,18,30,0.8,0.5,14.3,0.6,9.5,W,W,,6.3,259,2018-11-09 18:30:00
2018-11-09 18:00:00,1103,2018,11,9,18,0,0.7,0.4,12.5,0.6,8.7,WSW,WNW,,6.1,250,2018-11-09 18:00:00
2018-11-09 17:30:00,1104,2018,11,9,17,30,0.8,0.5,14.3,0.6,8.0,W,WNW,,6.1,260,2018-11-09 17:30:00
2018-11-09 17:00:00,1105,2018,11,9,17,0,0.8,0.4,14.3,0.6,8.3,W,WNW,,6.1,267,2018-11-09 17:00:00
2018-11-09 16:30:00,1106,2018,11,9,16,30,0.8,0.4,11.8,0.6,7.7,WSW,WNW,,5.8,238,2018-11-09 16:30:00
2018-11-09 16:00:00,1107,2018,11,9,16,0,0.8,0.5,12.5,0.7,8.0,SW,WNW,AVERAGE,5.8,287,2018-11-09 16:00:00
2018-11-09 15:30:00,1108,2018,11,9,15,30,0.8,0.5,14.3,0.7,7.7,W,WNW,AVERAGE,5.9,265,2018-11-09 15:30:00
2018-11-09 15:00:00,1109,2018,11,9,15,0,0.9,0.5,12.5,0.7,7.1,WSW,WNW,AVERAGE,5.9,244,2018-11-09 15:00:00
2018-11-09 14:30:00,1110,2018,11,9,14,30,0.9,0.4,11.1,0.7,8.7,W,WNW,AVERAGE,5.5,287,2018-11-09 14:30:00
2018-11-09 14:00:00,1111,2018,11,9,14,0,0.8,0.5,11.8,0.7,8.7,WSW,WNW,AVERAGE,5.5,258,2018-11-09 14:00:00
2018-11-09 13:30:00,1112,2018,11,9,13,30,0.8,0.5,10.0,0.7,9.1,W,W,AVERAGE,5.7,281,2018-11-09 13:30:00
2018-11-09 13:00:00,1113,2018,11,9,13,0,0.8,0.5,11.1,0.7,9.1,W,W,AVERAGE,5.6,273,2018-11-09 13:00:00
2018-11-09 12:30:00,1114,2018,11,9,12,30,0.8,0.5,11.8,0.7,9.1,W,W,,5.6,281,2018-11-09 12:30:00
2018-11-09 12:00:00,1115,2018,11,9,12,0,0.9,0.5,10.5,0.7,9.1,W,W,AVERAGE,6.3,270,2018-11-09 12:00:00
2018-11-09 11:30:00,1116,2018,11,9,11,30,0.8,0.5,11.1,0.7,9.5,W,W,AVERAGE,6.1,264,2018-11-09 11:30:00
2018-11-09 11:00:00,1117,2018,11,9,11,0,0.8,0.4,12.5,0.7,8.7,WSW,WNW,,5.8,252,2018-11-09 11:00:00
2018-11-09 10:30:00,1118,2018,11,9,10,30,0.8,0.5,11.1,0.6,9.5,W,W,,6.1,266,2018-11-09 10:30:00
2018-11-09 10:00:00,1119,2018,11,9,10,0,0.8,0.5,10.0,0.6,9.5,W,W,,6.2,275,2018-11-09 10:00:00
2018-11-09 09:30:00,1120,2018,11,9,9,30,0.8,0.5,11.1,0.6,9.5,W,W,AVERAGE,6.4,270,2018-11-09 09:30:00
2018-11-09 09:00:00,1121,2018,11,9,9,0,0.9,0.5,11.8,0.7,9.1,WSW,WNW,AVERAGE,6.6,257,2018-11-09 09:00:00
2018-11-09 08:30:00,1122,2018,11,9,8,30,0.9,0.5,10.0,0.7,9.5,W,W,AVERAGE,6.6,277,2018-11-09 08:30:00
2018-11-09 08:00:00,1123,2018,11,9,8,0,0.9,0.5,11.8,0.7,9.1,WSW,WNW,AVERAGE,6.6,258,2018-11-09 08:00:00
2018-11-09 07:30:00,1124,2018,11,9,7,30,0.9,0.5,11.8,0.7,8.3,W,WNW,AVERAGE,6.5,262,2018-11-09 07:30:00
2018-11-09 07:00:00,1125,2018,11,9,7,0,0.8,0.5,10.5,0.7,8.7,W,WNW,AVERAGE,6.3,293,2018-11-09 07:00:00
2018-11-09 06:30:00,1126,2018,11,9,6,30,0.9,0.6,11.1,0.7,9.5,W,WNW,AVERAGE,6.5,262,2018-11-09 06:30:00
2018-11-09 06:00:00,1127,2018,11,9,6,0,0.9,0.5,11.1,0.8,8.7,W,WNW,AVERAGE,6.4,273,2018-11-09 06:00:00
2018-11-09 05:30:00,1128,2018,11,9,5,30,1.0,0.6,10.5,0.8,9.1,W,WNW,AVERAGE,6.5,276,2018-11-09 05:30:00
2018-11-09 05:00:00,1129,2018,11,9,5,0,0.9,0.5,11.8,0.8,9.5,W,WNW,AVERAGE,6.1,285,2018-11-09 05:00:00
2018-11-09 04:30:00,1130,2018,11,9,4,30,1.0,0.5,10.0,0.8,9.5,W,WNW,AVERAGE,6.2,279,2018-11-09 04:30:00
2018-11-09 04:00:00,1131,2018,11,9,4,0,1.0,0.6,10.0,0.8,9.1,W,W,AVERAGE,6.2,281,2018-11-09 04:00:00
2018-11-09 03:30:00,1132,2018,11,9,3,30,1.0,0.6,10.5,0.8,9.5,W,W,AVERAGE,6.2,278,2018-11-09 03:30:00
2018-11-09 03:00:00,1133,2018,11,9,3,0,1.0,0.5,10.5,0.8,9.5,W,W,AVERAGE,5.8,276,2018-11-09 03:00:00
2018-11-09 02:30:00,1134,2018,11,9,2,30,1.0,0.5,11.1,0.9,8.7,W,WNW,AVERAGE,5.7,285,2018-11-09 02:30:00
2018-11-09 02:00:00,1135,2018,11,9,2,0,1.0,0.6,10.0,0.9,9.1,WNW,W,AVERAGE,5.9,279,2018-11-09 02:00:00
2018-11-09 01:30:00,1136,2018,11,9,1,30,1.1,0.6,10.5,0.9,9.5,W,WNW,AVERAGE,6.0,276,2018-11-09 01:30:00
2018-11-09 00:30:00,1137,2018,11,9,0,30,1.2,0.6,10.5,1.0,9.5,W,W,AVERAGE,6.2,280,2018-11-09 00:30:00
2018-11-09 00:00:00,1138,2018,11,9,0,0,1.1,0.6,11.1,1.0,9.5,W,WNW,AVERAGE,6.3,279,2018-11-09 00:00:00
2018-11-08 23:30:00,1139,2018,11,8,23,30,1.2,0.7,11.8,1.0,9.1,W,WNW,AVERAGE,6.4,283,2018-11-08 23:30:00
2018-11-08 23:00:00,1140,2018,11,8,23,0,1.2,0.7,10.0,1.1,9.5,WNW,WNW,AVERAGE,6.5,283,2018-11-08 23:00:00
2018-11-08 22:30:00,1141,2018,11,8,22,30,1.2,0.7,11.1,1.0,9.5,W,WNW,AVERAGE,6.6,276,2018-11-08 22:30:00
2018-11-08 22:00:00,1142,2018,11,8,22,0,1.2,0.7,11.8,1.0,9.1,W,WNW,AVERAGE,6.4,270,2018-11-08 22:00:00
2018-11-08 21:30:00,1143,2018,11,8,21,30,1.2,0.7,11.1,1.0,9.1,W,WNW,AVERAGE,6.3,275,2018-11-08 21:30:00
2018-11-08 21:00:00,1144,2018,11,8,21,0,1.2,0.7,10.5,1.0,9.5,WNW,WNW,AVERAGE,6.1,285,2018-11-08 21:00:00
2018-11-08 20:30:00,1145,2018,11,8,20,30,1.3,0.7,10.0,1.1,9.5,W,WNW,AVERAGE,6.4,288,2018-11-08 20:30:00
2018-11-08 19:30:00,1146,2018,11,8,19,30,1.3,0.7,10.0,1.1,9.5,WNW,WNW,AVERAGE,6.4,291,2018-11-08 19:30:00
2018-11-08 19:00:00,1147,2018,11,8,19,0,1.3,0.7,10.0,1.1,9.1,WNW,WNW,AVERAGE,6.5,289,2018-11-08 19:00:00
2018-11-08 18:30:00,1148,2018,11,8,18,30,1.3,0.7,10.0,1.1,9.5,WNW,WNW,AVERAGE,6.8,283,2018-11-08 18:30:00
2018-11-08 18:00:00,1149,2018,11,8,18,0,1.4,0.7,10.0,1.1,9.5,W,WNW,AVERAGE,6.8,279,2018-11-08 18:00:00
2018-11-08 17:30:00,1150,2018,11,8,17,30,1.3,0.7,10.0,1.2,9.5,WNW,WNW,AVERAGE,6.6,283,2018-11-08 17:30:00
2018-11-08 17:00:00,1151,2018,11,8,17,0,1.4,0.7,10.0,1.2,9.1,WNW,WNW,AVERAGE,6.5,287,2018-11-08 17:00:00
2018-11-08 16:30:00,1152,2018,11,8,16,30,1.4,0.8,10.0,1.1,9.5,WNW,WNW,AVERAGE,6.8,282,2018-11-08 16:30:00
2018-11-08 16:00:00,1153,2018,11,8,16,0,1.4,0.7,10.5,1.2,9.5,WNW,WNW,AVERAGE,6.6,283,2018-11-08 16:00:00
2018-11-08 15:30:00,1154,2018,11,8,15,30,1.4,0.8,10.5,1.1,8.3,W,WNW,AVERAGE,6.3,279,2018-11-08 15:30:00
2018-11-08 15:00:00,1155,2018,11,8,15,0,1.5,0.9,11.1,1.1,9.5,W,WNW,AVERAGE,6.7,281,2018-11-08 15:00:00
2018-11-08 14:30:00,1156,2018,11,8,14,30,1.4,0.8,10.0,1.2,9.5,WNW,WNW,AVERAGE,6.5,286,2018-11-08 14:30:00
2018-11-08 14:00:00,1157,2018,11,8,14,0,1.5,0.9,10.0,1.2,9.1,WNW,WNW,AVERAGE,6.6,284,2018-11-08 14:00:00
2018-11-08 13:30:00,1158,2018,11,8,13,30,1.5,0.9,10.5,1.2,6.2,W,WNW,AVERAGE,6.8,281,2018-11-08 13:30:00
2018-11-08 13:00:00,1159,2018,11,8,13,0,1.4,0.8,10.5,1.1,9.5,W,W,AVERAGE,6.3,280,2018-11-08 13:00:00
2018-11-08 12:30:00,1160,2018,11,8,12,30,1.4,0.9,11.1,1.2,9.5,W,W,AVERAGE,6.7,273,2018-11-08 12:30:00
2018-11-08 12:00:00,1161,2018,11,8,12,0,1.5,0.9,10.5,1.1,9.5,W,W,AVERAGE,6.8,278,2018-11-08 12:00:00
2018-11-08 11:30:00,1162,2018,11,8,11,30,1.4,0.9,11.1,1.1,9.5,W,WNW,AVERAGE,6.9,283,2018-11-08 11:30:00
2018-11-08 11:00:00,1163,2018,11,8,11,0,1.5,0.9,11.1,1.2,9.1,W,WNW,AVERAGE,7.1,275,2018-11-08 11:00:00
2018-11-08 10:30:00,1164,2018,11,8,10,30,1.6,1.0,11.8,1.2,9.5,W,WNW,AVERAGE,7.1,278,2018-11-08 10:30:00
2018-11-08 10:00:00,1165,2018,11,8,10,0,1.4,0.9,11.1,1.2,9.1,W,WNW,AVERAGE,6.7,279,2018-11-08 10:00:00
2018-11-08 09:30:00,1166,2018,11,8,9,30,1.5,0.9,11.1,1.2,9.5,W,WNW,AVERAGE,6.8,277,2018-11-08 09:30:00
2018-11-08 09:00:00,1167,2018,11,8,9,0,1.5,0.9,10.5,1.2,9.5,W,W,AVERAGE,6.7,279,2018-11-08 09:00:00
2018-11-08 08:30:00,1168,2018,11,8,8,30,1.6,1.0,11.1,1.2,9.5,W,WNW,AVERAGE,7.1,273,2018-11-08 08:30:00
2018-11-08 08:00:00,1169,2018,11,8,8,0,1.7,1.1,10.5,1.2,9.5,W,WNW,AVERAGE,7.3,277,2018-11-08 08:00:00
2018-11-08 07:30:00,1170,2018,11,8,7,30,1.5,0.9,10.5,1.2,9.5,W,W,AVERAGE,6.8,280,2018-11-08 07:30:00
2018-11-08 07:00:00,1171,2018,11,8,7,0,1.5,0.9,11.8,1.2,9.5,W,WNW,AVERAGE,7.0,270,2018-11-08 07:00:00
2018-11-08 06:30:00,1172,2018,11,8,6,30,1.6,1.0,11.8,1.3,8.0,W,WNW,AVERAGE,7.2,272,2018-11-08 06:30:00
2018-11-08 06:00:00,1173,2018,11,8,6,0,1.5,0.8,12.5,1.2,9.5,W,W,AVERAGE,6.7,260,2018-11-08 06:00:00
2018-11-08 05:30:00,1174,2018,11,8,5,30,1.6,1.0,10.5,1.2,8.0,W,WNW,AVERAGE,7.0,274,2018-11-08 05:30:00
2018-11-08 05:00:00,1175,2018,11,8,5,0,1.6,0.9,10.5,1.2,9.5,W,WNW,AVERAGE,6.8,278,2018-11-08 05:00:00
2018-11-08 04:30:00,1176,2018,11,8,4,30,1.6,1.0,11.1,1.3,9.5,W,WNW,AVERAGE,6.7,275,2018-11-08 04:30:00
2018-11-08 04:00:00,1177,2018,11,8,4,0,1.7,1.1,10.0,1.3,9.5,WNW,WNW,AVERAGE,7.0,282,2018-11-08 04:00:00
2018-11-08 03:30:00,1178,2018,11,8,3,30,1.6,0.9,10.5,1.4,7.1,WNW,WNW,AVERAGE,6.5,282,2018-11-08 03:30:00
2018-11-08 03:00:00,1179,2018,11,8,3,0,1.6,1.1,11.8,1.2,9.5,W,WNW,AVERAGE,6.7,276,2018-11-08 03:00:00
2018-11-08 02:30:00,1180,2018,11,8,2,30,1.8,1.1,11.8,1.4,9.5,W,W,AVERAGE,6.8,278,2018-11-08 02:30:00
2018-11-08 02:00:00,1181,2018,11,8,2,0,1.6,0.9,10.5,1.3,8.7,WNW,WNW,AVERAGE,6.2,283,2018-11-08 02:00:00
2018-11-08 01:30:00,1182,2018,11,8,1,30,1.6,0.9,11.8,1.3,9.5,WNW,WNW,AVERAGE,6.4,282,2018-11-08 01:30:00
2018-11-08 01:00:00,1183,2018,11,8,1,0,1.7,1.2,11.1,1.3,9.5,W,WNW,AVERAGE,7.0,281,2018-11-08 01:00:00
2018-11-08 00:30:00,1184,2018,11,8,0,30,1.6,0.9,11.8,1.3,9.5,W,W,AVERAGE,6.7,280,2018-11-08 00:30:00
2018-11-08 00:00:00,1185,2018,11,8,0,0,1.7,1.1,11.1,1.3,8.3,W,WNW,AVERAGE,7.0,279,2018-11-08 00:00:00
2018-11-07 23:30:00,1186,2018,11,7,23,30,1.7,1.1,11.1,1.3,8.7,W,WNW,AVERAGE,7.2,281,2018-11-07 23:30:00
2018-11-07 23:00:00,1187,2018,11,7,23,0,1.8,1.2,10.5,1.3,9.1,W,WNW,AVERAGE,7.5,280,2018-11-07 23:00:00
2018-11-07 22:30:00,1188,2018,11,7,22,30,1.7,1.1,10.5,1.3,9.5,WNW,W,AVERAGE,7.2,284,2018-11-07 22:30:00
2018-11-07 22:00:00,1189,2018,11,7,22,0,1.8,1.2,11.1,1.3,9.1,W,WNW,AVERAGE,7.6,278,2018-11-07 22:00:00
2018-11-07 21:30:00,1190,2018,11,7,21,30,1.6,1.1,10.0,1.2,9.5,WNW,WNW,AVERAGE,7.5,283,2018-11-07 21:30:00
2018-11-07 21:00:00,1191,2018,11,7,21,0,1.6,1.1,11.8,1.2,9.1,W,WNW,AVERAGE,7.6,280,2018-11-07 21:00:00
2018-11-07 20:30:00,1192,2018,11,7,20,30,1.6,1.1,10.5,1.2,9.5,W,W,AVERAGE,7.7,278,2018-11-07 20:30:00
2018-11-07 20:00:00,1193,2018,11,7,20,0,1.6,1.1,11.8,1.1,9.5,W,WNW,SWELL,7.8,280,2018-11-07 20:00:00
2018-11-07 19:30:00,1194,2018,11,7,19,30,1.6,1.2,11.8,1.1,9.5,W,WNW,SWELL,7.8,277,2018-11-07 19:30:00
2018-11-07 19:00:00,1195,2018,11,7,19,0,1.5,1.1,11.8,1.1,8.7,W,WNW,SWELL,7.6,269,2018-11-07 19:00:00
2018-11-07 18:30:00,1196,2018,11,7,18,30,1.7,1.3,11.1,1.1,9.5,W,W,SWELL,8.0,277,2018-11-07 18:30:00
2018-11-07 18:00:00,1197,2018,11,7,18,0,1.6,1.1,12.5,1.1,8.3,W,WNW,SWELL,7.8,271,2018-11-07 18:00:00
2018-11-07 17:30:00,1198,2018,11,7,17,30,1.5,1.0,11.1,1.1,9.5,W,WNW,AVERAGE,7.6,275,2018-11-07 17:30:00
2018-11-07 17:00:00,1199,2018,11,7,17,0,1.5,1.1,10.5,1.1,9.5,W,W,SWELL,7.6,275,2018-11-07 17:00:00
2018-11-07 16:30:00,1200,2018,11,7,16,30,1.6,1.1,11.8,1.1,9.5,W,W,SWELL,7.8,277,2018-11-07 16:30:00
2018-11-07 16:00:00,1201,2018,11,7,16,0,1.7,1.3,11.8,1.0,9.5,W,WNW,SWELL,8.2,277,2018-11-07 16:00:00
2018-11-07 15:30:00,1202,2018,11,7,15,30,1.6,1.2,12.5,1.1,9.5,W,W,SWELL,7.9,269,2018-11-07 15:30:00
2018-11-07 15:00:00,1203,2018,11,7,15,0,1.6,1.2,10.5,1.1,9.1,W,WNW,SWELL,8.0,279,2018-11-07 15:00:00
